property_id,location,property_type,size_sqft,num_bedrooms,num_bathrooms,floor_number,total_floors,age_years,furnishing,amenities,distance_to_metro_km,view_score,date_listed,price
1072,Chennai,Apartment,3348,4,2,15,23,24,Fully Furnished,"gym,clubhouse",6.52,2,07-12-2022,43079000
1073,Bangalore,Apartment,3421,1,4,15,15,7,Fully Furnished,"garden,parking,security,gym,lift,clubhouse",4.18,1,08-12-2022,60327000
1074,Mumbai,Apartment,4224,5,4,22,38,3,Fully Furnished,"clubhouse,parking",2.47,4,09-12-2022,116998000
1075,Hyderabad,Apartment,566,4,3,3,5,20,Fully Furnished,"lift,security,garden",9.67,5,10-12-2022,11349000
1076,Hyderabad,Apartment,998,1,2,21,15,22,Semi-Furnished,"garden,security,pool",2.11,2,11-12-2022,9051000
1077,Hyderabad,Apartment,1899,5,3,1,31,17,Unfurnished,"parking,clubhouse,garden,gym,security,pool",7.35,3,12-12-2022,17904000
1078,Mumbai,Penthouse,1303,1,4,17,31,16,Unfurnished,"clubhouse,gym,pool,garden,security",8.73,1,13-12-2022,37675000
1079,Delhi NCR,Penthouse,2224,4,2,13,22,13,Fully Furnished,"pool,parking,lift,gym",0.51,2,14-12-2022,49249000
1080,Hyderabad,Apartment,4021,4,4,23,14,25,Unfurnished,"lift,gym,pool",4.83,2,15-12-2022,44317000
1081,Pune,Apartment,911,5,3,6,11,28,Unfurnished,"pool,clubhouse,garden",6.59,5,16-12-2022,17280000
1082,Bangalore,Apartment,4413,4,2,16,14,12,Fully Furnished,"pool,security,parking,garden,clubhouse,lift,gym",6.42,2,17-12-2022,70672000
1083,Delhi NCR,Apartment,3205,4,1,22,36,25,Semi-Furnished,gym,2.25,4,18-12-2022,64076000
1084,Bangalore,Villa,1672,1,3,25,14,28,Semi-Furnished,security,3.04,2,19-12-2022,32080000
1085,Pune,Apartment,3140,4,2,12,21,25,Semi-Furnished,"garden,security,pool",2.92,4,20-12-2022,37438000
1086,Bangalore,Apartment,707,1,3,16,24,8,Unfurnished,"security,parking,garden,gym,lift",5.15,1,21-12-2022,15211000
1087,Hyderabad,Penthouse,4463,3,4,1,16,24,Unfurnished,garden,8.35,3,22-12-2022,49702000
1088,Hyderabad,Apartment,1077,2,3,7,38,15,Unfurnished,"lift,clubhouse,parking,garden,pool,gym,security",5.02,2,23-12-2022,14034000
1089,Pune,Apartment,3698,3,4,26,26,7,Fully Furnished,"parking,lift,clubhouse,gym,security,pool,garden",7.75,5,24-12-2022,43113000
1090,Chennai,Apartment,3698,5,2,14,28,9,Semi-Furnished,"clubhouse,pool",1.57,3,25-12-2022,50741000
1091,Pune,Apartment,1792,5,3,10,33,16,Semi-Furnished,"security,parking,lift,clubhouse,pool",7.99,2,26-12-2022,28236000
1092,Pune,Villa,4865,1,1,28,34,0,Unfurnished,"garden,security,parking,lift,clubhouse",2.72,5,27-12-2022,55938000
1093,Mumbai,Apartment,1510,4,2,18,37,14,Fully Furnished,"parking,lift,garden",1.29,2,28-12-2022,45910000
1094,Mumbai,Apartment,2399,3,2,21,18,16,Fully Furnished,"clubhouse,gym,lift,parking,pool,garden,security",4.6,3,29-12-2022,67955000
1095,Chennai,Apartment,2815,4,4,14,12,29,Unfurnished,"lift,security",3.12,5,30-12-2022,38619000
1096,Pune,Apartment,4509,4,3,24,31,13,Semi-Furnished,parking,0.6,3,31-12-2022,53412000
1097,Mumbai,Apartment,3632,2,4,3,17,7,Fully Furnished,"clubhouse,garden,lift,parking,pool,gym,security",7.79,2,01-01-2023,100244000
1098,Pune,Apartment,1244,5,3,12,33,25,Semi-Furnished,"gym,security,garden,clubhouse",7.06,3,02-01-2023,16493000
1099,Chennai,Apartment,3630,5,4,14,23,14,Semi-Furnished,"pool,clubhouse,parking",8.9,5,03-01-2023,51597000
1100,Mumbai,Penthouse,458,3,3,19,8,1,Fully Furnished,"lift,garden",7.44,3,04-01-2023,14470000
1101,Mumbai,Apartment,751,2,2,15,33,26,Fully Furnished,"clubhouse,lift,garden,gym",1.83,1,05-01-2023,24192000
1102,Bangalore,Apartment,2160,4,3,12,13,4,Fully Furnished,"pool,garden,clubhouse,gym,lift",5.23,3,06-01-2023,36744000
1103,Delhi NCR,Villa,834,4,4,12,8,2,Semi-Furnished,"parking,security,lift,clubhouse",3.89,3,07-01-2023,18078000
1104,Hyderabad,Apartment,1428,1,1,16,32,13,Semi-Furnished,"lift,clubhouse,pool,gym,security",8,1,08-01-2023,19033000
1105,Pune,Apartment,4169,2,4,6,33,14,Unfurnished,parking,7.29,2,09-01-2023,50745000
1106,Chennai,Villa,691,1,2,6,12,6,Fully Furnished,"clubhouse,security,gym",5.03,1,10-01-2023,8737000
1107,Pune,Studio,3568,5,2,2,11,24,Fully Furnished,security,1.56,5,11-01-2023,43618000
1108,Pune,Apartment,4813,5,4,19,7,8,Unfurnished,"garden,security,pool,gym,parking,clubhouse,lift",9.15,2,12-01-2023,55634000
1109,Pune,Apartment,1607,2,3,24,30,7,Unfurnished,"lift,pool,garden,gym,security,clubhouse",9.95,4,13-01-2023,22629000
1110,Chennai,Villa,4727,2,4,8,25,29,Semi-Furnished,clubhouse,1.76,5,14-01-2023,59469000
1111,Hyderabad,Apartment,2385,5,1,18,18,15,Unfurnished,"pool,lift,garden,security,gym,parking,clubhouse",5.05,4,15-01-2023,26464000
1112,Pune,Apartment,1879,5,1,7,24,13,Semi-Furnished,"pool,lift,security,garden,clubhouse",5.79,4,16-01-2023,25023000
1113,Delhi NCR,Apartment,903,5,1,3,18,2,Semi-Furnished,"parking,pool,garden",7.43,5,17-01-2023,19058000
1114,Mumbai,Studio,3618,5,4,12,23,5,Unfurnished,"parking,security,lift,clubhouse,pool",7.9,4,18-01-2023,102204000
1115,Bangalore,Apartment,1188,3,4,4,8,23,Fully Furnished,lift,2.52,4,19-01-2023,21225000
1116,Hyderabad,Apartment,987,5,4,29,34,2,Semi-Furnished,"security,parking,clubhouse",1.78,3,20-01-2023,13456000
1117,Hyderabad,Apartment,1474,5,4,11,11,4,Semi-Furnished,"lift,clubhouse,gym,parking,garden,pool",6.08,4,21-01-2023,18427000
1118,Pune,Apartment,3572,4,3,18,13,11,Fully Furnished,"gym,parking,garden",9.48,2,22-01-2023,47209000
1119,Chennai,Penthouse,835,3,3,1,13,27,Unfurnished,"garden,pool,gym",0.77,4,23-01-2023,14809000
1120,Hyderabad,Apartment,4089,4,2,5,25,28,Fully Furnished,"parking,lift,garden,security,gym",7.63,5,24-01-2023,47712000
1121,Bangalore,Apartment,3712,3,2,20,22,19,Fully Furnished,"gym,parking",1.92,3,25-01-2023,67574000
1122,Bangalore,Villa,1981,1,2,19,14,23,Semi-Furnished,"parking,security,gym",5.58,4,26-01-2023,36589000
1123,Delhi NCR,Apartment,849,3,3,21,17,12,Semi-Furnished,"security,gym,pool,lift,parking,garden",3.99,3,27-01-2023,20071000
1124,Delhi NCR,Villa,1387,2,2,11,17,18,Unfurnished,"parking,pool",3.77,2,28-01-2023,25648000
1125,Chennai,Apartment,1502,3,4,25,7,19,Unfurnished,"gym,pool,clubhouse,security,garden,parking",9.68,1,29-01-2023,22411000
1126,Pune,Apartment,3154,1,2,1,31,15,Semi-Furnished,"lift,parking",1.36,2,30-01-2023,32936000
1127,Bangalore,Penthouse,4648,3,1,7,7,2,Unfurnished,"security,gym,lift,garden,pool,parking",1.25,3,31-01-2023,75182000
1128,Mumbai,Apartment,4769,3,1,15,18,27,Fully Furnished,"garden,security,parking,gym,lift,pool,clubhouse",2.99,1,01-02-2023,127784000
1129,Bangalore,Apartment,4738,2,4,27,24,19,Unfurnished,"parking,gym,pool",0.72,1,02-02-2023,73049000
1130,Delhi NCR,Apartment,3609,3,4,22,36,1,Fully Furnished,"clubhouse,pool,security",7.85,5,03-02-2023,75724000
1131,Hyderabad,Penthouse,558,5,3,8,17,19,Fully Furnished,"parking,gym,clubhouse,lift,security,garden,pool",4.04,4,04-02-2023,10599000
1132,Pune,Apartment,2140,3,2,18,14,23,Fully Furnished,"parking,gym,pool,security",7.87,3,05-02-2023,27686000
1133,Delhi NCR,Penthouse,4530,5,1,10,31,19,Semi-Furnished,"gym,clubhouse,garden,lift,parking",5.87,2,06-02-2023,86546000
1134,Hyderabad,Apartment,3932,4,3,3,6,4,Semi-Furnished,"parking,lift,security,gym,clubhouse,garden,pool",0.43,3,07-02-2023,44151000
1135,Bangalore,Apartment,2567,1,3,17,19,2,Unfurnished,garden,7.75,1,08-02-2023,42984000
1136,Delhi NCR,Penthouse,1703,5,1,24,13,1,Unfurnished,garden,3.65,3,09-02-2023,35211000
1137,Delhi NCR,Apartment,838,5,3,5,20,26,Semi-Furnished,"garden,gym,lift,clubhouse,security,pool,parking",1.55,2,10-02-2023,18948000
1138,Chennai,Apartment,3361,1,3,4,36,18,Fully Furnished,"lift,pool",9.93,3,11-02-2023,43360000
1139,Hyderabad,Apartment,1454,4,3,8,8,0,Fully Furnished,"lift,garden,security,pool,gym,clubhouse,parking",8.25,3,12-02-2023,22249000
1140,Delhi NCR,Apartment,468,4,3,14,12,18,Semi-Furnished,"garden,pool,security,gym",3.82,2,13-02-2023,10235000
1141,Hyderabad,Apartment,2140,5,1,27,36,4,Unfurnished,"security,garden,parking",3.27,2,14-02-2023,22858000
1142,Chennai,Villa,556,2,4,13,18,1,Semi-Furnished,"clubhouse,gym,pool",3.8,2,15-02-2023,9011000
1143,Mumbai,Apartment,2167,1,2,3,11,7,Semi-Furnished,"pool,lift",4.3,4,16-02-2023,57553000
1144,Bangalore,Villa,3778,4,2,12,10,7,Semi-Furnished,"pool,parking,gym,lift,clubhouse,security,garden",6.51,2,17-02-2023,65782000
1145,Chennai,Villa,1444,4,4,12,18,0,Fully Furnished,"gym,pool,clubhouse,security,parking,garden,lift",5.26,5,18-02-2023,24108000
1146,Chennai,Apartment,2182,5,3,3,19,15,Unfurnished,"garden,clubhouse,lift,parking,pool,security,gym",4.08,2,19-02-2023,30171000
1147,Pune,Apartment,2157,2,1,8,25,23,Fully Furnished,"pool,security,gym,garden,parking,lift,clubhouse",7.38,1,20-02-2023,26310000
1148,Hyderabad,Apartment,3700,2,3,1,26,8,Unfurnished,"lift,gym,clubhouse,parking,security,garden,pool",7.65,3,21-02-2023,35006000
1149,Bangalore,Studio,1516,3,1,25,15,18,Fully Furnished,"garden,gym,clubhouse,parking,security,lift",7.41,4,22-02-2023,31155000
1150,Delhi NCR,Apartment,4343,2,3,26,12,22,Semi-Furnished,"clubhouse,pool,security",1.03,2,23-02-2023,88121000
1151,Delhi NCR,Villa,2695,3,4,22,38,1,Fully Furnished,"clubhouse,parking,gym,pool",9.97,4,24-02-2023,57513000
1152,Chennai,Apartment,4559,3,4,11,8,26,Semi-Furnished,"garden,gym,parking,lift,clubhouse,pool",8.92,2,25-02-2023,56127000
1153,Bangalore,Apartment,497,5,3,2,13,17,Semi-Furnished,"gym,garden,clubhouse,pool,parking,lift",3.19,2,26-02-2023,10819000
1154,Delhi NCR,Apartment,3204,3,2,22,29,12,Semi-Furnished,"clubhouse,pool,lift,garden,security",0.98,1,27-02-2023,65151000
1155,Hyderabad,Apartment,3214,2,4,13,6,4,Semi-Furnished,"garden,security,pool",1.99,4,28-02-2023,34121000
1156,Hyderabad,Apartment,1878,5,4,25,13,22,Fully Furnished,"security,pool,clubhouse,gym,parking,garden,lift",9.69,5,01-03-2023,26874000
1157,Bangalore,Apartment,2801,2,4,24,36,7,Fully Furnished,"garden,security",1.86,2,02-03-2023,50197000
1158,Delhi NCR,Villa,4298,5,1,4,35,8,Unfurnished,"gym,clubhouse,garden",1.45,3,03-03-2023,84916000
1159,Mumbai,Apartment,2802,2,4,10,35,1,Semi-Furnished,"gym,parking,pool,clubhouse,lift,security,garden",0.55,1,04-03-2023,77403000
1160,Mumbai,Penthouse,1489,4,1,1,36,20,Unfurnished,"security,pool,lift,garden,parking",7.42,5,05-03-2023,45976000
1161,Delhi NCR,Apartment,686,2,4,18,13,10,Semi-Furnished,"parking,security,garden,clubhouse,pool,gym,lift",5.23,4,06-03-2023,14445000
1162,Delhi NCR,Villa,3174,4,2,9,37,1,Semi-Furnished,garden,4.46,4,07-03-2023,64680000
1163,Delhi NCR,Studio,4656,1,2,12,8,12,Unfurnished,"security,clubhouse",1.24,4,08-03-2023,90068000
1164,Delhi NCR,Apartment,2333,4,1,4,8,27,Unfurnished,"clubhouse,lift,security,parking",8.33,5,09-03-2023,46999000
1165,Pune,Apartment,1938,5,1,1,18,9,Fully Furnished,"lift,pool,clubhouse,garden,gym",7.9,5,10-03-2023,28541000
1166,Bangalore,Apartment,2570,1,4,26,36,22,Semi-Furnished,"clubhouse,gym,pool",3.02,2,11-03-2023,41771000
1167,Hyderabad,Studio,1782,4,2,18,16,20,Unfurnished,"garden,lift,security",9.75,4,12-03-2023,22957000
1168,Pune,Villa,2510,5,3,20,22,12,Unfurnished,"gym,pool,parking",7.14,3,13-03-2023,30535000
1169,Chennai,Apartment,813,4,4,1,27,15,Unfurnished,pool,3.36,1,14-03-2023,13562000
1170,Hyderabad,Apartment,775,5,1,6,12,13,Semi-Furnished,"garden,security,gym,pool,lift,clubhouse,parking",0.54,4,15-03-2023,12367000
1171,Pune,Apartment,4727,4,4,5,20,8,Semi-Furnished,pool,7.57,1,16-03-2023,54439000
1172,Bangalore,Villa,1662,3,3,19,33,12,Unfurnished,"lift,security",2.87,1,17-03-2023,26553000
1173,Delhi NCR,Studio,2811,4,1,8,25,6,Fully Furnished,"security,lift,pool",4.7,2,18-03-2023,59388000
1174,Chennai,Apartment,4143,2,3,4,13,4,Unfurnished,"lift,security,pool,gym,parking",7.98,2,19-03-2023,55225000
1175,Bangalore,Apartment,1890,4,2,8,24,10,Fully Furnished,"gym,garden,clubhouse,security,pool",5.14,1,20-03-2023,35033000
1176,Delhi NCR,Apartment,1938,4,2,12,30,20,Fully Furnished,"gym,pool,security,clubhouse,parking,lift",5.89,4,21-03-2023,37992000
1177,Bangalore,Villa,727,4,1,24,14,26,Unfurnished,"garden,security,clubhouse,pool,lift",4.09,2,22-03-2023,15285000
1178,Hyderabad,Apartment,2140,4,3,29,19,10,Semi-Furnished,"parking,security,gym,garden,lift,pool",7.15,3,23-03-2023,28481000
1179,Delhi NCR,Apartment,4045,4,1,1,5,5,Unfurnished,"clubhouse,pool,parking,gym,security,garden",0.44,1,24-03-2023,77982000
1180,Delhi NCR,Penthouse,2342,1,2,17,21,19,Unfurnished,"clubhouse,lift,garden,gym,pool,security,parking",3.85,1,25-03-2023,48929000
1181,Mumbai,Apartment,4835,2,2,1,23,23,Semi-Furnished,"pool,clubhouse",3.77,5,26-03-2023,127982000
1182,Chennai,Apartment,1851,5,3,1,11,5,Semi-Furnished,"lift,pool,clubhouse",0.34,5,27-03-2023,25928000
1183,Hyderabad,Apartment,2698,1,1,26,28,2,Semi-Furnished,"garden,security,parking,gym",5.5,4,28-03-2023,29939000
1184,Mumbai,Apartment,1793,3,2,1,22,19,Fully Furnished,gym,0.99,2,29-03-2023,52542000
1185,Bangalore,Apartment,4716,3,3,5,39,26,Semi-Furnished,"gym,security,parking,clubhouse,pool,garden",5,2,30-03-2023,79270000
1186,Chennai,Apartment,3111,3,1,14,12,22,Semi-Furnished,"clubhouse,pool,garden,gym,parking,security,lift",6.68,5,31-03-2023,42725000
1187,Mumbai,Apartment,4874,1,4,5,28,25,Unfurnished,"clubhouse,lift,security,gym,pool",7.57,5,01-04-2023,128126000
1188,Hyderabad,Apartment,2226,1,2,26,36,12,Unfurnished,"lift,gym,security,clubhouse,garden,pool",8.46,5,02-04-2023,30546000
1189,Chennai,Villa,1958,3,4,4,35,2,Unfurnished,security,7.41,3,03-04-2023,26105000
1190,Pune,Apartment,2727,5,3,26,24,20,Unfurnished,"gym,lift,pool,parking",8.04,4,04-04-2023,33771000
1191,Delhi NCR,Apartment,2464,2,3,12,19,27,Fully Furnished,"security,garden,clubhouse,pool,gym",9.36,3,05-04-2023,51922000
1192,Mumbai,Apartment,2937,3,3,25,26,21,Semi-Furnished,"gym,garden,clubhouse,pool,security",8.66,2,06-04-2023,79769000
1193,Pune,Apartment,1860,5,2,3,19,22,Fully Furnished,"lift,clubhouse,security,pool,garden,parking",0.36,4,07-04-2023,24711000
1194,Hyderabad,Apartment,4633,3,1,25,37,0,Semi-Furnished,"clubhouse,gym,parking,pool,security,garden",2.8,4,08-04-2023,50492000
1195,Pune,Apartment,4044,4,4,28,39,11,Unfurnished,pool,8.85,5,09-04-2023,45980000
1196,Delhi NCR,Apartment,2850,4,4,17,34,2,Fully Furnished,"clubhouse,pool,security,garden,parking,lift",9.82,3,10-04-2023,56048000
1197,Mumbai,Apartment,1992,5,2,18,25,25,Fully Furnished,"pool,lift,clubhouse,security",9.87,4,11-04-2023,58558000
1198,Hyderabad,Apartment,1279,3,1,10,21,3,Semi-Furnished,"parking,gym,clubhouse,security,pool,lift",1.62,4,12-04-2023,19040000
1199,Hyderabad,Apartment,432,5,4,23,22,21,Semi-Furnished,"clubhouse,parking,garden,security",4.88,3,13-04-2023,5594000
1200,Pune,Penthouse,3929,1,4,3,35,4,Unfurnished,security,9.34,3,14-04-2023,48103000
1201,Chennai,Penthouse,1942,5,3,7,15,3,Semi-Furnished,"parking,pool,security,gym",9.99,3,15-04-2023,27813000
1202,Chennai,Penthouse,3350,3,3,25,16,17,Fully Furnished,"security,pool,garden,gym,lift",1.89,5,16-04-2023,48452000
1203,Delhi NCR,Apartment,4151,4,2,25,31,23,Unfurnished,"garden,clubhouse,gym,pool,security,lift",4.19,3,17-04-2023,84129000
1204,Mumbai,Apartment,895,2,3,22,36,27,Semi-Furnished,"clubhouse,gym,pool,lift,security,parking",6.48,3,18-04-2023,27736000
1205,Mumbai,Apartment,539,5,2,26,37,3,Unfurnished,"security,clubhouse,parking,lift,gym,garden,pool",1.42,2,19-04-2023,16933000
1206,Chennai,Penthouse,2197,5,4,7,25,18,Unfurnished,security,2.4,3,20-04-2023,32226000
1207,Chennai,Apartment,4245,4,1,14,29,3,Fully Furnished,"lift,gym,clubhouse,parking",1.62,4,21-04-2023,51872000
1208,Chennai,Apartment,1443,5,4,4,17,23,Unfurnished,"garden,gym",9.58,4,22-04-2023,22418000
1209,Mumbai,Apartment,3367,4,1,28,33,23,Fully Furnished,"gym,clubhouse,lift",2.28,3,23-04-2023,93614000
1210,Bangalore,Apartment,4091,3,4,5,30,13,Fully Furnished,"gym,security,lift,parking,pool,garden",4.48,3,24-04-2023,66403000
1211,Mumbai,Apartment,4537,4,3,21,19,2,Fully Furnished,"pool,lift",0.52,4,25-04-2023,118987000
1212,Chennai,Apartment,1711,1,2,4,20,15,Fully Furnished,"garden,security,gym,parking,pool",1.67,2,26-04-2023,23538000
1213,Bangalore,Apartment,2480,1,3,7,33,17,Semi-Furnished,"garden,gym,parking,clubhouse,security,lift,pool",5.34,2,27-04-2023,42875000
1214,Delhi NCR,Apartment,2927,1,3,17,16,19,Semi-Furnished,clubhouse,9.88,3,28-04-2023,56756000
1215,Hyderabad,Apartment,1216,3,2,21,15,21,Semi-Furnished,"pool,security,gym,clubhouse",5.45,5,29-04-2023,16217000
1216,Mumbai,Apartment,4180,3,1,29,33,6,Semi-Furnished,"clubhouse,parking,garden",5.75,1,30-04-2023,110933000
1217,Mumbai,Apartment,4851,5,1,25,19,3,Unfurnished,pool,2.01,3,01-05-2023,131357000
1218,Chennai,Penthouse,2963,4,4,16,6,0,Semi-Furnished,"gym,garden,clubhouse,pool,parking,lift",2.64,4,02-05-2023,43676000
1219,Delhi NCR,Studio,3853,4,3,21,9,25,Fully Furnished,"clubhouse,security,garden,gym",8.63,3,03-05-2023,73703000
1220,Bangalore,Apartment,1778,1,3,5,12,18,Semi-Furnished,"pool,security,lift,gym,clubhouse",8.58,3,04-05-2023,29125000
1221,Pune,Apartment,2884,4,2,18,36,3,Unfurnished,pool,7.07,1,05-05-2023,27000000
1222,Delhi NCR,Apartment,1924,4,4,19,5,2,Semi-Furnished,"clubhouse,security,gym,parking,lift,garden",0.61,3,06-05-2023,40901000
1223,Pune,Villa,1157,2,1,28,18,11,Fully Furnished,"gym,clubhouse,pool,security,lift",9.17,5,07-05-2023,15383000
1224,Bangalore,Villa,2760,1,2,17,36,12,Unfurnished,"security,pool,clubhouse",5.62,1,08-05-2023,48375000
1225,Pune,Apartment,1731,4,2,7,28,17,Fully Furnished,"garden,security,parking",4.73,2,09-05-2023,21795000
1226,Hyderabad,Apartment,1046,5,3,11,20,15,Semi-Furnished,"lift,garden,gym,security",0.36,3,10-05-2023,14200000
1227,Delhi NCR,Apartment,3113,3,3,27,6,12,Unfurnished,"security,lift,gym,garden,parking,pool",7.17,1,11-05-2023,65634000
1228,Hyderabad,Apartment,1622,4,2,10,5,7,Semi-Furnished,"parking,clubhouse,lift,security",9.53,1,12-05-2023,18034000
1229,Mumbai,Studio,4393,3,4,28,20,8,Unfurnished,"pool,gym",4.26,4,13-05-2023,122372000
1230,Pune,Apartment,1655,1,2,9,12,6,Semi-Furnished,"security,parking,pool",7.11,4,14-05-2023,20108000
1231,Chennai,Apartment,2813,5,2,11,14,27,Fully Furnished,"parking,pool,clubhouse,gym,security,garden,lift",8.87,2,15-05-2023,38913000
1232,Mumbai,Apartment,1307,4,2,14,30,23,Fully Furnished,"pool,parking",6.72,1,16-05-2023,36027000
1233,Bangalore,Apartment,2887,2,4,26,39,14,Fully Furnished,gym,9.51,2,17-05-2023,48925000
1234,Hyderabad,Apartment,2693,2,3,26,25,16,Semi-Furnished,"gym,lift,security,garden,clubhouse",0.77,1,18-05-2023,29668000
1235,Chennai,Penthouse,400,1,2,19,9,15,Semi-Furnished,"parking,gym,clubhouse,security,lift",9.37,2,19-05-2023,7300000
1236,Chennai,Penthouse,4793,2,3,26,25,7,Semi-Furnished,"garden,security,parking,clubhouse",0.64,1,20-05-2023,61033000
1237,Bangalore,Apartment,1309,3,2,27,39,3,Semi-Furnished,"lift,pool,clubhouse,gym,parking",0.18,4,21-05-2023,26064000
1238,Mumbai,Apartment,3739,2,3,8,22,7,Semi-Furnished,"parking,security",3.87,4,22-05-2023,101692000
1239,Mumbai,Apartment,4955,5,1,11,11,14,Unfurnished,"clubhouse,gym,security,pool,parking",7.45,1,23-05-2023,132047000
1240,Delhi NCR,Penthouse,2293,3,1,23,9,15,Fully Furnished,"security,parking,lift,gym,garden",8.4,4,24-05-2023,45163000
1241,Mumbai,Apartment,1223,3,4,1,21,22,Semi-Furnished,garden,9.82,4,25-05-2023,37403000
1242,Bangalore,Apartment,2581,5,1,1,31,10,Semi-Furnished,"lift,garden",2.44,2,26-05-2023,43026000
1243,Bangalore,Villa,4740,5,4,8,32,4,Fully Furnished,"lift,garden,parking,clubhouse",7.62,1,27-05-2023,79951000
1244,Pune,Apartment,4086,5,4,4,13,14,Unfurnished,"clubhouse,lift,garden,security,pool",6.08,3,28-05-2023,51141000
1245,Mumbai,Apartment,442,5,2,12,21,21,Semi-Furnished,"garden,clubhouse,security",1.57,3,29-05-2023,11786000
1246,Mumbai,Apartment,4719,5,4,28,36,1,Semi-Furnished,"clubhouse,lift,security,gym",5.16,2,30-05-2023,125935000
1247,Mumbai,Apartment,3974,5,2,18,29,24,Unfurnished,"security,gym,clubhouse,pool,lift,garden",8.69,2,31-05-2023,106710000
1248,Hyderabad,Apartment,469,4,1,13,38,16,Fully Furnished,"pool,garden,parking,security",9.7,2,01-06-2023,4658000
1249,Hyderabad,Apartment,2503,4,1,15,5,15,Unfurnished,"clubhouse,garden,lift",6.55,2,02-06-2023,27377000
1250,Mumbai,Apartment,1192,3,3,13,37,10,Unfurnished,"pool,security",7.44,5,03-06-2023,39133000
1251,Mumbai,Villa,1478,1,1,14,22,9,Semi-Furnished,"garden,clubhouse,parking",0.33,4,04-06-2023,40009000
1252,Mumbai,Apartment,3946,2,2,9,35,5,Fully Furnished,"pool,security,gym,parking,garden,clubhouse,lift",1.79,2,05-06-2023,99655000
1253,Chennai,Studio,4186,3,4,27,23,27,Unfurnished,"parking,security,clubhouse,lift",2.89,5,06-06-2023,54322000
1254,Chennai,Apartment,2678,4,3,8,39,5,Fully Furnished,"parking,lift,security,gym,pool,garden,clubhouse",9.87,5,07-06-2023,33642000
1255,Delhi NCR,Apartment,3452,5,2,5,18,19,Semi-Furnished,"pool,lift,garden,gym",0.69,4,08-06-2023,69968000
1256,Mumbai,Penthouse,3039,5,2,23,13,1,Unfurnished,"garden,lift,clubhouse,pool,gym,security",7.99,3,09-06-2023,84942000
1257,Bangalore,Apartment,2527,1,3,11,24,26,Semi-Furnished,"gym,security",0.75,3,10-06-2023,47783000
1258,Mumbai,Apartment,427,1,4,6,7,26,Unfurnished,"lift,parking",5.49,3,11-06-2023,10539000
1259,Pune,Apartment,1250,2,4,27,14,28,Fully Furnished,pool,3.89,3,12-06-2023,19150000
1260,Chennai,Apartment,1753,5,1,10,11,1,Fully Furnished,"garden,pool,lift,parking,security,clubhouse,gym",2.97,5,13-06-2023,22658000
1261,Hyderabad,Apartment,1448,4,2,26,33,29,Semi-Furnished,"garden,security,parking,lift,clubhouse,pool",8.8,3,14-06-2023,20605000
1262,Hyderabad,Apartment,2348,2,3,27,5,15,Unfurnished,"clubhouse,parking,lift",9.38,1,15-06-2023,28200000
1263,Bangalore,Apartment,1993,4,3,15,18,29,Unfurnished,"security,lift,gym,garden,pool,parking",6.77,1,16-06-2023,36334000
1264,Delhi NCR,Apartment,4174,2,3,8,35,17,Fully Furnished,"clubhouse,gym,lift,garden",5.5,5,17-06-2023,79471000
1265,Mumbai,Villa,3924,5,2,28,34,20,Unfurnished,lift,2.16,4,18-06-2023,103660000
1266,Mumbai,Apartment,1577,4,3,19,20,7,Fully Furnished,"parking,lift,clubhouse,pool,security,gym",9.68,5,19-06-2023,46098000
1267,Pune,Studio,3039,3,3,20,11,28,Fully Furnished,"clubhouse,parking,garden,security,lift,pool,gym",0.21,1,20-06-2023,38607000
1268,Hyderabad,Apartment,2941,2,3,24,7,19,Unfurnished,parking,4.61,3,21-06-2023,29555000
1269,Chennai,Apartment,4688,3,1,17,35,0,Fully Furnished,"security,clubhouse,lift,parking,garden,gym,pool",1.37,3,22-06-2023,58080000
1270,Chennai,Apartment,946,2,2,26,25,20,Semi-Furnished,clubhouse,7.47,4,23-06-2023,17086000
1271,Chennai,Apartment,3614,2,3,11,11,11,Unfurnished,"clubhouse,lift,pool",6.09,1,24-06-2023,49845000
1272,Delhi NCR,Villa,2877,4,3,20,25,7,Semi-Furnished,"pool,security,parking,garden,gym,lift",0.61,5,25-06-2023,60405000
1273,Pune,Villa,1984,4,3,1,20,2,Unfurnished,"garden,parking,pool,gym,lift,clubhouse,security",4.78,3,26-06-2023,27647000
1274,Delhi NCR,Villa,4229,1,2,5,32,18,Unfurnished,"security,clubhouse,parking,pool,lift,garden",9.51,4,27-06-2023,83518000
1275,Pune,Villa,2130,2,2,4,6,24,Unfurnished,"parking,gym,garden,clubhouse,security",6.46,4,28-06-2023,21106000
1276,Mumbai,Villa,3132,3,2,28,36,24,Semi-Furnished,"lift,parking,gym,security,pool,clubhouse",0.86,4,29-06-2023,84116000
1277,Pune,Penthouse,2035,1,4,29,16,17,Fully Furnished,"gym,lift",8.53,1,30-06-2023,23477000
1278,Chennai,Apartment,2514,2,4,23,6,11,Unfurnished,"lift,garden,clubhouse",1.33,3,01-07-2023,33890000
1279,Mumbai,Apartment,3190,3,3,9,23,26,Fully Furnished,"gym,parking,lift",9.88,4,02-07-2023,84688000
1280,Pune,Apartment,1778,1,2,26,20,11,Fully Furnished,"garden,lift,gym,clubhouse,security",3.38,1,03-07-2023,23222000
1281,Delhi NCR,Apartment,2631,5,4,22,19,6,Unfurnished,"parking,pool,clubhouse,lift,gym",3.53,1,04-07-2023,58867000
